Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP105048,Male,Yes,2,Graduate,No,2165,1010,117,360,1,Rural,Y
LP105049,Female,No,0,Graduate,No,1025,0,180,360,1,Semiurban,Y
LP105050,Male,No,,Not Graduate,No,2346,0,103,360,0,Urban,Y
LP105051,Male,Yes,0,Graduate,No,3166,0,126,360,1,Urban,Y
LP105052,Male,No,0,Graduate,No,8624,5624,216,360,1,Urban,Y
LP105053,Male,Yes,0,Graduate,No,10000,2210,349,360,1,Rural,Y
LP105054,Female,No,0,Not Graduate,No,2980,2500,495,nan,1,Rural,Y
LP105055,Male,No,0,Graduate,,4342,2785,135,360,nan,Semiurban,N
LP105056,Male,Yes,3+,Graduate,No,2333,4583,65,360,1,Rural,Y
LP105057,Female,Yes,0,Graduate,Yes,3500,3166,490,360,1,Rural,Y
LP105058,Male,Yes,0,Graduate,No,4166,2569,136,360,1,Semiurban,Y
LP105059,Female,,0,Graduate,No,2620,1717,137,360,1,Urban,Y
LP105060,Female,No,0,Not Graduate,Yes,6406,0,151,360,1,Semiurban,Y
LP105061,Male,No,2,Not Graduate,No,8333,0,132,360,1,Urban,Y
LP105062,Female,Yes,2,Graduate,No,3833,3806,188,360,1,Rural,Y
LP105063,Female,Yes,0,Graduate,Yes,8080,0,315,360,1,Urban,N
LP105064,Male,Yes,0,Not Graduate,No,3089,0,140,360,1,Semiurban,N
LP105065,Male,Yes,0,Not Graduate,No,3598,1131,144,360,1,Semiurban,Y
LP105066,Male,No,0,Graduate,No,7660,1619,53,360,1,Rural,Y
LP105067,Male,No,2,Graduate,No,3500,1032,187,360,1,Urban,N
LP105068,Male,Yes,0,Graduate,No,11417,2209,120,360,0,Rural,Y
LP105069,Male,No,0,Graduate,No,4583,0,191,360,1,Semiurban,N
LP105070,Male,No,0,Graduate,No,4000,4595,110,360,nan,Rural,Y
LP105071,Male,Yes,0,Graduate,No,4408,2254,167,360,1,Semiurban,Y
LP105072,Male,Yes,1,Graduate,No,3510,0,137,360,1,Urban,Y
LP105073,Female,No,1,Graduate,No,3089,2004,96,360,0,Rural,Y
LP105074,Male,No,1,Graduate,No,5532,0,158,360,1,Urban,N
LP105075,Male,Yes,0,Graduate,No,3173,0,85,360,1,Urban,Y
LP105076,Female,Yes,0,Graduate,No,1668,0,175,360,1,Rural,N
LP105077,Male,Yes,0,Graduate,No,8334,0,279,360,1,Urban,Y
LP105078,Male,Yes,2,Graduate,No,3459,0,132,nan,1,Urban,N
LP105079,Male,No,0,Graduate,No,6400,0,128,180,1,Urban,Y
LP105080,Female,Yes,0,Graduate,Yes,3200,0,108,360,0,Rural,Y
LP105081,Male,Yes,0,Graduate,No,2500,0,110,180,1,Urban,Y
LP105082,Male,Yes,0,Graduate,Yes,2875,0,88,360,nan,Urban,N
LP105083,Male,Yes,1,Not Graduate,No,3153,0,144,180,0,Semiurban,Y
LP105084,Female,Yes,0,Not Graduate,No,3418,0,250,360,1,Urban,N
LP105085,Male,Yes,1,Graduate,No,3166,1300,108,360,1,Semiurban,N
LP105086,,No,0,Graduate,,3704,0,81,360,1,Urban,N
LP105087,Male,Yes,2,Not Graduate,Yes,3833,1526,84,nan,1,Urban,Y
LP105088,Male,Yes,1,Graduate,No,2947,0,60,180,1,Semiurban,Y
LP105089,Male,No,0,Not Graduate,No,6700,2250,187,360,1,Rural,N
LP105090,Male,Yes,1,Graduate,No,3617,0,244,360,1,Rural,Y
LP105091,Female,Yes,1,Graduate,Yes,5695,2083,128,360,1,Semiurban,N
LP105092,Male,No,3+,Graduate,No,2995,0,110,360,0,Rural,Y
LP105093,Male,No,3+,Graduate,Yes,3180,4416,304,360,1,Urban,Y
LP105094,Male,No,1,Graduate,,5191,3796,45,360,1,Urban,Y
LP105095,Male,Yes,1,Graduate,No,3208,1131,182,360,1,Rural,Y
LP105096,Male,Yes,,Graduate,No,3716,2917,200,360,1,Semiurban,Y
LP105097,Male,No,0,Graduate,No,2213,5064,130,360,1,Urban,N
LP105098,Female,No,0,Graduate,,4006,3166,194,360,1,Rural,Y
LP105099,Male,No,3+,Graduate,No,6333,3750,25,180,1,Rural,Y
LP105100,Male,No,0,Graduate,No,9357,0,129,360,1,Semiurban,N
LP105101,Male,Yes,0,Graduate,No,1800,8106,135,360,1,Urban,Y
LP105102,Male,Yes,1,Graduate,No,5417,1733,155,360,1,Rural,Y
LP105103,Male,No,3+,Graduate,Yes,6250,3500,110,360,1,Semiurban,Y
LP105104,Male,No,0,Graduate,No,16692,0,53,360,1,Semiurban,Y
LP105105,Male,Yes,2,Graduate,No,5695,189,138,360,0,Semiurban,Y
LP105106,Male,Yes,1,Graduate,Yes,6216,3583,50,360,1,Urban,N
LP105107,Male,No,3+,Graduate,No,1782,3500,135,360,0,Rural,Y
LP105108,Male,Yes,2,Graduate,No,16525,0,70,360,0,Semiurban,Y
LP105109,Male,Yes,2,Graduate,No,4923,2134,135,360,0,Rural,N
LP105110,Female,Yes,0,Not Graduate,No,1993,2417,110,360,1,Urban,Y
LP105111,Male,Yes,0,Graduate,,5935,2333,42,nan,0,Semiurban,Y
LP105112,Male,Yes,0,Not Graduate,No,3675,0,126,360,0,Rural,Y
LP105113,Male,Yes,0,Graduate,No,2058,2365,128,nan,1,Semiurban,N
LP105114,Male,Yes,1,Graduate,No,1916,0,90,360,1,Rural,N
LP105115,Male,No,2,Graduate,No,3333,1250,87,360,nan,Semiurban,Y
LP105116,Male,Yes,0,Graduate,No,8333,0,109,360,0,Rural,Y
LP105117,Male,Yes,0,Graduate,No,3333,0,95,360,1,Semiurban,N
LP105118,Female,Yes,0,Graduate,,3200,0,84,360,1,Semiurban,N
LP105119,Male,Yes,0,Graduate,No,3927,0,125,360,1,Semiurban,Y
LP105120,Male,No,0,Graduate,No,1625,5302,160,360,1,Rural,Y
LP105121,Male,No,0,Graduate,No,3103,8980,187,360,1,Rural,Y
LP105122,Male,Yes,3+,Graduate,Yes,5391,2232,113,480,0,Semiurban,Y
LP105123,Male,Yes,0,Graduate,No,9703,2436,101,360,1,Rural,Y
LP105124,Male,No,0,Graduate,No,3510,1851,259,360,0,Urban,Y
LP105125,Female,No,2,Not Graduate,No,3522,2358,128,360,1,Semiurban,N
LP105126,Female,No,0,Graduate,No,2720,2083,290,84,1,Urban,N
LP105127,Male,Yes,0,Graduate,No,3326,0,125,360,1,Rural,Y
LP105128,Male,Yes,0,Graduate,No,2987,0,121,360,1,Urban,Y
LP105129,Male,Yes,2,Not Graduate,No,4945,1915,93,360,1,Semiurban,Y
LP105130,Male,Yes,2,Not Graduate,Yes,9963,1993,194,360,1,Semiurban,Y
LP105131,Male,No,3+,Graduate,Yes,8333,3440,97,360,1,Semiurban,Y
LP105132,Male,Yes,2,Graduate,No,5250,0,111,360,1,Urban,Y
LP105133,Male,No,0,Graduate,No,2768,4595,118,nan,1,Urban,N
LP105134,Male,Yes,0,Graduate,Yes,2425,0,109,360,0,Semiurban,N
LP105135,Male,Yes,0,Graduate,No,4708,0,157,360,1,Semiurban,N
LP105136,Male,No,1,Graduate,No,5667,0,155,360,1,Urban,Y
LP105137,Male,Yes,0,Graduate,No,3153,0,87,360,nan,Rural,N
LP105138,Female,No,0,Graduate,No,2214,0,50,360,1,Urban,Y
LP105139,Male,Yes,0,Graduate,No,3588,0,165,360,1,Semiurban,Y
LP105140,Male,No,0,Graduate,No,4606,1881,116,360,1,Semiurban,Y
LP105141,Male,Yes,1,Graduate,No,1800,0,570,360,1,Urban,Y
LP105142,Male,,0,Graduate,No,4950,754,99,360,1,Semiurban,Y
LP105143,Male,Yes,1,Not Graduate,No,3333,0,55,360,1,Urban,N
LP105144,Female,No,3+,Graduate,No,1963,0,100,360,0,Rural,N
LP105145,Male,Yes,0,Graduate,No,4200,0,96,360,0,Rural,N
LP105146,Female,Yes,0,Graduate,No,3762,0,144,360,1,Rural,Y
LP105147,Female,Yes,2,Graduate,Yes,17500,0,120,360,nan,Urban,N
LP105148,Male,Yes,0,Graduate,No,6500,2209,228,360,1,Urban,Y
LP105149,Male,No,,Not Graduate,No,4707,2254,100,360,1,Urban,Y
LP105150,Male,Yes,3+,Graduate,Yes,9560,0,116,360,1,Semiurban,Y
LP105151,Male,No,0,Not Graduate,No,2333,0,400,360,1,Semiurban,Y
LP105152,Male,Yes,3+,Graduate,No,2297,1411,165,180,1,Rural,Y
LP105153,Female,Yes,0,Not Graduate,No,6250,4232,275,360,0,Urban,N
LP105154,Male,Yes,0,Not Graduate,No,2045,3440,160,360,1,Semiurban,N
LP105155,Male,No,0,Graduate,No,12500,0,9,360,0,Semiurban,Y
LP105156,Female,Yes,0,Graduate,No,416,0,258,360,1,Rural,Y
LP105157,Male,Yes,0,Graduate,Yes,2920,0,175,360,1,Urban,Y
LP105158,Male,No,0,Graduate,No,11757,2900,100,360,1,Urban,Y
LP105159,Male,Yes,1,Graduate,No,3750,0,133,360,1,Semiurban,Y
LP105160,Male,No,0,Graduate,No,3326,0,152,120,1,Rural,Y
LP105161,Male,Yes,0,Graduate,Yes,7451,1619,149,360,nan,Rural,Y
LP105162,Male,No,0,Graduate,No,3993,4583,106,360,1,Rural,Y
LP105163,Male,No,0,Graduate,Yes,3500,41667,96,360,1,Urban,Y
LP105164,Male,Yes,0,Graduate,No,2875,484,94,180,0,Semiurban,Y
LP105165,Male,No,0,Graduate,No,4695,1717,84,180,1,Semiurban,Y
LP105166,Male,Yes,1,Graduate,No,6608,1811,116,360,1,Semiurban,Y
LP105167,Male,No,0,Graduate,No,3813,0,158,360,0,Semiurban,N
LP105168,Male,Yes,1,Graduate,No,5000,1250,187,360,1,Semiurban,Y
LP105169,Male,No,2,Not Graduate,No,2333,2115,376,360,0,Urban,N
LP105170,Female,Yes,2,Graduate,Yes,3617,2167,135,360,1,Rural,Y
LP105171,Male,No,3+,Graduate,No,4000,0,123,360,0,Rural,N
LP105172,Male,Yes,0,Graduate,No,3596,1302,136,360,0,Urban,Y
LP105173,Male,Yes,1,Graduate,,6283,7101,243,360,1,Rural,Y
LP105174,Male,Yes,0,Graduate,No,4583,1833,90,360,1,Urban,Y
LP105175,Male,Yes,0,Graduate,Yes,3200,1041,61,360,nan,Urban,Y
LP105176,Male,Yes,0,Graduate,Yes,3750,0,65,360,0,Urban,Y
LP105177,Male,No,0,Graduate,No,20833,5701,296,360,1,Semiurban,Y
LP105178,Female,Yes,0,Graduate,Yes,4652,2426,258,360,1,Semiurban,Y
LP105179,Female,Yes,1,Graduate,No,3283,2054,110,360,1,Rural,Y
LP105180,Female,No,3+,Graduate,No,3189,0,150,360,1,Urban,Y
LP105181,Male,Yes,2,Graduate,No,416,1040,96,360,1,Rural,Y
LP105182,Male,Yes,3+,Graduate,No,4166,1774,114,360,1,Semiurban,Y
LP105183,Male,Yes,1,Graduate,No,4300,1302,135,360,1,Urban,N
LP105184,Male,No,0,Graduate,No,63337,0,182,360,1,Urban,Y
LP105185,Male,No,0,Graduate,No,2895,0,100,360,1,Rural,N
LP105186,Male,No,0,Graduate,No,2889,3806,81,360,1,Semiurban,Y
LP105187,Female,Yes,1,Graduate,Yes,6256,1667,131,360,1,Semiurban,Y
LP105188,Female,Yes,0,Graduate,No,4167,0,180,360,0,Rural,Y
LP105189,Male,Yes,0,Graduate,No,5116,0,81,360,1,Urban,Y
LP105190,Male,Yes,1,Graduate,No,2301,3541,124,480,0,Semiurban,Y
LP105191,Male,No,1,Graduate,No,6000,997,185,360,nan,Rural,Y
LP105192,Male,No,0,Graduate,No,3340,0,143,360,1,Semiurban,N
LP105193,Male,No,2,Graduate,No,4344,0,405,360,1,Semiurban,Y
LP105194,Male,Yes,1,Graduate,No,4333,0,207,360,1,Urban,Y
LP105195,Male,Yes,0,Graduate,No,6000,2524,113,360,0,Semiurban,Y
LP105196,Male,Yes,0,Graduate,No,16120,0,46,360,1,Urban,N
LP105197,Male,Yes,1,Graduate,No,5819,1915,109,360,0,Semiurban,N
LP105198,Male,Yes,2,Graduate,No,5316,2857,156,360,1,Semiurban,N
LP105199,Male,Yes,2,Graduate,No,3497,2302,187,180,nan,Urban,Y
LP105200,Male,Yes,0,Graduate,No,3155,0,nan,360,nan,Rural,Y
LP105201,Female,No,1,Graduate,Yes,2499,2000,165,360,1,Rural,Y
LP105202,Male,Yes,0,Graduate,,6950,2569,112,360,0,Rural,Y
LP105203,Female,No,0,Not Graduate,No,2708,0,244,360,1,Semiurban,Y
LP105204,Male,Yes,2,Not Graduate,Yes,7167,0,405,nan,1,Rural,N
LP105205,Male,Yes,0,Graduate,Yes,1863,2054,100,300,1,Semiurban,Y
LP105206,Male,Yes,0,Not Graduate,No,4200,2417,nan,360,1,Urban,Y
LP105207,Male,Yes,2,Graduate,No,2383,1863,128,360,0,Semiurban,N
LP105208,,Yes,2,Graduate,,3459,2167,108,360,1,Urban,Y
LP105209,Female,Yes,0,Graduate,No,3155,0,131,180,nan,Semiurban,Y
LP105210,Male,No,2,Graduate,No,5568,0,136,360,1,Urban,Y
LP105211,Male,Yes,0,Not Graduate,No,4554,0,490,360,1,Urban,Y
LP105212,Male,Yes,0,Graduate,No,2600,3890,187,360,1,Rural,N
LP105213,Male,Yes,1,Graduate,No,1500,0,102,360,1,Rural,Y
LP105214,Female,Yes,0,Graduate,Yes,2383,2458,120,360,1,Rural,Y
LP105215,Male,No,0,Graduate,No,2435,0,207,360,1,Semiurban,N
LP105216,Male,Yes,0,Graduate,No,6096,3274,nan,360,1,Urban,N
LP105217,Male,No,0,Graduate,No,3400,2232,132,360,0,Urban,N
LP105218,Male,No,,Graduate,No,7667,0,114,360,1,Rural,N
LP105219,Male,No,3+,Not Graduate,No,3598,0,102,360,1,Semiurban,N
LP105220,Female,Yes,0,Not Graduate,No,4188,0,196,360,1,Semiurban,Y
LP105221,Male,Yes,2,Graduate,Yes,2927,0,126,360,1,Semiurban,Y
LP105222,Female,No,0,Graduate,No,2237,1417,155,nan,1,Rural,N
LP105223,Male,No,0,Graduate,No,3326,0,144,480,1,Rural,N
LP105224,Male,Yes,0,Not Graduate,No,7441,484,110,360,1,Rural,Y
LP105225,Male,No,0,Graduate,No,4750,2500,164,360,1,Rural,Y
LP105226,Male,Yes,0,Graduate,No,2600,0,128,360,1,Urban,N
LP105227,Male,Yes,3+,Not Graduate,No,4000,2383,98,360,1,Urban,N
LP105228,Male,No,1,Graduate,No,4583,1210,128,360,1,Semiurban,Y
LP105229,Female,No,2,Graduate,No,3708,5625,154,360,0,Semiurban,Y
LP105230,Female,Yes,0,Not Graduate,No,2764,0,187,360,1,Rural,Y
LP105231,Female,Yes,3+,Graduate,No,3000,2210,150,360,1,Semiurban,N
LP105232,Male,Yes,0,Graduate,No,8334,0,128,360,1,Urban,N
LP105233,Male,No,1,Not Graduate,Yes,4000,1430,125,360,1,Urban,N
LP105234,Male,No,0,Graduate,No,5677,0,160,360,0,Semiurban,Y
LP105235,Male,Yes,0,Graduate,No,1993,0,400,360,1,Semiurban,N
LP105236,Male,Yes,0,Graduate,Yes,3497,505,192,360,1,Rural,Y
LP105237,Male,Yes,0,Graduate,No,4566,0,80,360,1,Urban,Y
LP105238,Male,No,0,Graduate,No,4191,0,236,360,1,Rural,Y
LP105239,Male,No,0,Graduate,No,3158,41667,nan,360,1,Urban,Y
LP105240,Female,Yes,2,Graduate,No,3450,0,160,360,1,Urban,N
LP105241,Male,Yes,3+,Not Graduate,No,4895,3000,62,360,1,Semiurban,N
LP105242,Male,Yes,0,Not Graduate,No,4180,0,139,360,1,Rural,N
LP105243,Male,Yes,0,Graduate,No,4860,2054,176,nan,1,Semiurban,Y
LP105244,Male,No,0,Graduate,No,4843,0,99,360,0,Rural,Y
LP105245,Male,Yes,0,Graduate,No,3244,4583,168,360,0,Semiurban,N
LP105246,Male,Yes,1,Not Graduate,No,10000,0,nan,360,1,Urban,N
LP105247,Male,No,2,Not Graduate,No,5800,1875,137,360,1,Semiurban,N
LP105248,Female,Yes,2,Graduate,No,4606,4301,120,360,1,Rural,Y
LP105249,Male,Yes,2,Graduate,No,2600,0,80,360,0,Semiurban,N
LP105250,Female,Yes,0,Graduate,No,3846,0,176,180,0,Semiurban,Y
LP105251,Female,Yes,1,Not Graduate,No,10750,0,115,360,1,Semiurban,Y
LP105252,Male,Yes,0,Graduate,No,1916,8106,121,480,1,Urban,N
LP105253,Male,Yes,1,Graduate,No,14583,0,95,360,1,Urban,N
LP105254,Male,Yes,2,Graduate,No,5285,0,112,180,0,Semiurban,N
LP105255,Male,Yes,1,Graduate,No,3927,2917,60,360,nan,Semiurban,Y
LP105256,Male,Yes,0,Graduate,No,3750,2250,135,360,nan,Rural,Y
LP105257,Male,Yes,0,Graduate,No,416,5000,131,360,1,Rural,N
LP105258,Male,Yes,1,Graduate,No,14583,0,120,360,1,Urban,Y
LP105259,Male,Yes,1,Not Graduate,Yes,6875,1666,81,360,1,Rural,Y
LP105260,Male,Yes,0,Graduate,No,4000,2451,60,360,1,Urban,Y
LP105261,Male,Yes,0,Graduate,Yes,6277,0,158,360,0,Semiurban,N
LP105262,Male,Yes,0,Graduate,Yes,3846,0,124,360,1,Rural,N
LP105263,Female,Yes,3+,Graduate,No,7200,1843,113,180,1,Urban,Y
LP105264,Male,No,1,Graduate,No,3232,3166,158,360,1,Semiurban,Y
LP105265,Male,Yes,0,Graduate,No,2214,0,129,360,1,Semiurban,N
LP105266,Male,Yes,0,Graduate,,6333,0,125,360,1,Semiurban,Y
LP105267,Male,Yes,0,Not Graduate,No,2132,0,99,360,1,Urban,Y
LP105268,Male,Yes,0,Not Graduate,,3660,0,161,360,nan,Urban,Y
LP105269,Female,No,2,Graduate,No,1836,0,128,360,1,Rural,N
LP105270,Male,Yes,2,Graduate,No,2500,5500,130,360,1,Urban,Y
LP105271,Male,Yes,1,Graduate,,3500,0,246,360,1,Semiurban,Y
LP105272,Male,No,3+,Graduate,No,2014,1398,400,360,1,Urban,N
LP105273,Female,Yes,0,Not Graduate,No,18333,2035,155,360,1,Rural,N
LP105274,Male,Yes,1,Graduate,No,1025,0,128,360,1,Rural,N
LP105275,Male,No,2,Graduate,Yes,7441,2773,120,360,0,Rural,Y
LP105276,Male,Yes,0,Graduate,No,2346,1750,113,360,1,Semiurban,Y
LP105277,Male,No,0,Graduate,No,3095,0,113,360,1,Semiurban,Y
LP105278,Male,No,0,Graduate,No,3704,1447,120,360,1,Semiurban,N
LP105279,Male,No,0,Graduate,Yes,2980,0,120,360,0,Semiurban,Y
LP105280,Male,Yes,0,Graduate,Yes,2383,8980,66,360,1,Rural,N
LP105281,Male,No,1,Graduate,No,5166,0,120,360,1,Semiurban,Y
LP105282,Female,Yes,3+,Graduate,No,645,0,495,360,1,Rural,Y
LP105283,Male,No,2,Graduate,No,3660,1083,110,360,1,Semiurban,Y
LP105284,Male,Yes,0,Graduate,No,1500,0,405,480,nan,Rural,Y
LP105285,Male,Yes,1,Graduate,No,2500,0,59,360,1,Urban,Y
LP105286,Female,Yes,0,Graduate,No,9833,0,275,240,0,Rural,Y
LP105287,Male,No,1,Graduate,No,4583,3890,275,360,0,Urban,N
LP105288,Male,Yes,0,Graduate,No,2550,4417,9,360,1,Semiurban,Y
LP105289,Female,Yes,1,Not Graduate,No,5000,1666,66,360,1,Semiurban,Y
LP105290,Male,Yes,3+,Graduate,No,4554,461,110,360,1,Urban,Y
LP105291,Male,Yes,1,Graduate,No,4692,0,135,360,nan,Urban,Y
LP105292,Male,Yes,0,Graduate,No,2720,0,42,360,1,Rural,Y
LP105293,Male,Yes,,Graduate,,5818,0,88,360,1,Urban,N
LP105294,Male,Yes,1,Graduate,No,3692,0,71,360,0,Urban,N
LP105295,Female,Yes,,Graduate,Yes,37719,5625,99,360,1,Semiurban,N
LP105296,Male,Yes,0,Graduate,Yes,2980,0,61,300,0,Semiurban,Y
LP105297,Male,Yes,0,Graduate,Yes,1759,3167,152,360,1,Semiurban,Y
LP105298,Male,Yes,0,Graduate,No,11146,1522,128,360,1,Urban,Y
LP105299,Male,No,0,Not Graduate,No,5468,0,120,360,1,Urban,N
LP105300,Male,Yes,,Graduate,No,2726,4416,139,360,1,Rural,Y
LP105301,Female,Yes,2,Graduate,,3069,4416,96,180,1,Urban,Y
LP105302,Female,Yes,0,Graduate,No,4106,0,56,360,1,Urban,Y
LP105303,Male,Yes,1,Graduate,No,3660,0,nan,360,1,Rural,Y
LP105304,Male,No,1,Graduate,No,3400,985,376,360,1,Semiurban,N
LP105305,Male,Yes,0,Graduate,No,1963,0,90,360,1,Rural,Y
LP105306,Male,Yes,0,Graduate,Yes,5167,2416,110,180,1,Urban,Y
LP105307,Male,Yes,0,Not Graduate,No,2378,2000,133,360,0,Urban,Y
LP105308,Male,Yes,0,Not Graduate,No,1811,0,137,360,1,Semiurban,N
LP105309,Male,No,2,Graduate,Yes,2239,0,200,180,0,Urban,Y
LP105310,Male,Yes,0,Graduate,No,2929,1640,225,360,1,Semiurban,Y
LP105311,Male,No,0,Graduate,No,1828,0,50,360,0,Urban,Y
LP105312,Male,No,0,Graduate,No,2900,1640,nan,360,1,Semiurban,Y
LP105313,Male,Yes,2,Not Graduate,,5116,1526,115,300,1,Urban,N
LP105314,Male,No,0,Graduate,No,4692,0,67,360,nan,Rural,N
LP105315,Male,Yes,3+,Not Graduate,No,3500,1032,112,360,1,Semiurban,Y
LP105316,Male,No,0,Not Graduate,No,2550,913,99,360,1,Urban,Y
LP105317,Male,No,0,Graduate,,3417,0,152,360,nan,Rural,Y
LP105318,,Yes,3+,Graduate,No,1880,1500,116,360,1,Rural,Y
LP105319,Female,Yes,0,Graduate,No,2309,0,nan,360,1,Urban,Y
LP105320,Male,Yes,2,Graduate,No,4945,0,136,84,nan,Rural,N
LP105321,Male,Yes,1,Graduate,No,5818,2083,187,360,1,Rural,N
LP105322,Female,No,0,Graduate,No,1907,4266,101,360,1,Urban,N
LP105323,Female,Yes,1,Graduate,Yes,3086,1459,71,360,1,Rural,Y
LP105324,Male,No,0,Graduate,No,5185,1213,99,360,1,Semiurban,Y
LP105325,Male,No,1,Not Graduate,Yes,2491,0,650,360,0,Semiurban,Y
LP105326,Male,Yes,0,Graduate,No,15000,0,125,360,1,Rural,N
LP105327,Male,No,1,Graduate,No,3865,1640,90,360,0,Urban,N
LP105328,Male,Yes,1,Graduate,No,2600,2306,246,360,1,Urban,Y
LP105329,Male,No,1,Not Graduate,Yes,2718,1210,50,480,1,Rural,N
LP105330,Male,Yes,1,Graduate,No,3523,0,376,360,1,Semiurban,Y
LP105331,,Yes,0,Graduate,Yes,3010,2333,50,360,0,Rural,Y
LP105332,Male,Yes,1,Graduate,No,2500,5296,214,360,nan,Urban,N
LP105333,Female,No,1,Graduate,No,16120,0,96,300,0,Semiurban,Y
LP105334,Male,Yes,0,Graduate,No,3992,1733,160,360,0,Urban,N
LP105335,Male,Yes,,Graduate,No,8334,2330,131,360,1,Semiurban,Y
LP105336,Male,Yes,0,Graduate,No,2768,3890,127,360,1,Urban,Y
LP105337,Male,No,3+,Not Graduate,No,4226,0,170,360,1,Semiurban,N
LP105338,Male,Yes,1,Graduate,No,7578,0,180,360,0,Semiurban,Y
LP105339,Female,Yes,3+,Graduate,No,2500,0,138,360,1,Urban,Y
LP105340,Female,Yes,3+,Graduate,No,3074,0,99,360,0,Semiurban,N
LP105341,Male,No,,Graduate,No,3229,0,120,180,0,Rural,Y
LP105342,Male,No,2,Graduate,Yes,4283,1666,156,360,0,Semiurban,Y
LP105343,Male,No,3+,Graduate,No,4755,0,154,360,1,Semiurban,N
LP105344,Female,No,0,Graduate,No,2755,0,nan,360,1,Rural,Y
LP105345,Female,Yes,0,Not Graduate,Yes,1000,0,132,360,1,Semiurban,Y
LP105346,Male,Yes,2,Graduate,No,14583,0,113,240,1,Urban,N
LP105347,Male,No,2,Not Graduate,No,2667,0,nan,360,1,Semiurban,Y
LP105348,Male,No,,Not Graduate,No,8333,2917,110,360,1,Urban,Y
LP105349,Male,Yes,0,Not Graduate,No,3727,2333,105,360,1,Urban,Y
LP105350,Male,No,0,Graduate,No,8666,1750,133,360,1,Urban,Y
LP105351,Male,Yes,0,Graduate,No,11250,3416,110,180,1,Urban,Y
LP105352,Male,Yes,0,Not Graduate,Yes,3992,1993,133,360,1,Urban,Y
LP105353,,No,2,Graduate,No,3750,0,61,360,1,Rural,Y
LP105354,Male,Yes,0,Graduate,No,3812,0,nan,360,1,Urban,Y
LP105355,Male,No,0,Not Graduate,,2309,5625,110,360,1,Rural,Y
LP105356,Male,Yes,0,Graduate,No,8566,0,115,360,1,Rural,Y
LP105357,Male,No,1,Graduate,No,1977,1640,73,360,1,Semiurban,N
LP105358,Male,No,2,Graduate,Yes,3588,7166,96,360,1,Semiurban,Y
LP105359,Female,Yes,1,Not Graduate,,4843,0,160,360,1,Urban,Y
LP105360,Male,Yes,2,Graduate,No,14880,0,376,360,1,Urban,Y
LP105361,Female,No,0,Graduate,No,2526,2785,104,360,1,Semiurban,Y
LP105362,Female,No,0,Graduate,No,1836,1803,96,360,1,Rural,Y
LP105363,Female,No,0,Graduate,No,1963,1872,112,360,1,Urban,Y
LP105364,Male,Yes,,Graduate,No,3017,3416,192,nan,1,Semiurban,N
LP105365,Female,Yes,0,Not Graduate,Yes,14583,2451,66,360,1,Semiurban,Y
LP105366,Male,Yes,2,Not Graduate,No,2138,0,135,360,1,Semiurban,N
LP105367,Male,No,0,Graduate,No,6096,0,180,120,1,Semiurban,Y
LP105368,Female,Yes,2,Graduate,No,10000,0,124,180,1,Rural,Y
LP105369,Male,Yes,0,Not Graduate,No,4160,0,112,nan,1,Urban,Y
LP105370,Female,No,0,Graduate,No,10513,2083,160,360,1,Semiurban,Y
LP105371,Male,Yes,0,Not Graduate,No,6633,1387,105,360,nan,Urban,Y
LP105372,Male,No,2,Not Graduate,No,1958,0,95,300,1,Rural,Y
LP105373,Male,Yes,0,Graduate,No,6000,1625,150,360,1,Urban,Y
LP105374,Male,Yes,0,Graduate,No,2309,1983,188,360,1,Rural,Y
LP105375,Male,No,0,Graduate,No,4616,0,120,180,1,Semiurban,N
LP105376,Male,Yes,0,Graduate,No,3596,1229,200,360,0,Rural,Y
LP105377,Female,Yes,0,Graduate,No,14583,0,158,360,1,Rural,N
LP105378,Male,Yes,0,Graduate,No,3103,1417,98,360,1,Semiurban,N
LP105379,Male,Yes,0,Not Graduate,No,3167,1640,376,180,0,Rural,N
LP105380,Male,No,3+,Graduate,No,416,830,160,360,1,Rural,Y
LP105381,Male,Yes,3+,Not Graduate,No,4301,2340,66,360,1,Urban,Y
LP105382,Male,No,0,Graduate,No,16120,2014,100,360,1,Semiurban,N
LP105383,Male,No,0,Graduate,No,14866,1126,35,360,1,Rural,N
LP105384,Female,No,3+,Not Graduate,No,5695,2667,110,360,1,Semiurban,Y
LP105385,Male,No,0,Graduate,No,7583,1508,141,nan,1,Urban,Y
LP105386,Male,Yes,0,Not Graduate,No,5266,1167,102,360,1,Urban,Y
LP105387,Male,Yes,2,Graduate,No,2876,0,172,360,nan,Urban,Y
LP105388,Female,Yes,0,Not Graduate,No,5185,0,128,180,1,Semiurban,Y
LP105389,Female,No,,Graduate,Yes,5042,3500,89,360,1,Semiurban,Y
LP105390,Male,Yes,1,Graduate,No,1907,0,93,360,1,Urban,N
LP105391,Male,Yes,1,Graduate,No,2192,1666,nan,360,1,Urban,Y
LP105392,Male,No,0,Not Graduate,,2366,3667,162,360,1,Urban,N
LP105393,Male,Yes,0,Graduate,No,2526,2405,nan,360,0,Rural,N
LP105394,Male,Yes,3+,Graduate,,3975,2330,480,180,0,Urban,Y
LP105395,Male,Yes,,Graduate,No,6783,0,96,360,1,Semiurban,Y
